smiles1,smiles2,label
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CN1C2=C(C=CC(=C2)OC)C(=O)C3=C(C1=O)C=CC(=C3)OC,0
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0
CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,CCC(C)C1OC2(CCC1C)CC3CC(C\C=C(C)\C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)\C=C\C=C\6COC7C(O)C(=CC(C(=O)O3)C67O)C)O2,0
[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,[Na+].[O-][As]=O,0
O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0
CN1C2=C(C=CC(=C2)OC)C(=O)C3=C(C1=O)C=CC(=C3)OC,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0
[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)[C@@H](C)CC)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0
CN(C)C(=N)NC(=N)N,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,0
CN(C)C(=N)NC(=N)N,CCC(C)C1OC2(CCC1C)CC3CC(C\C=C(C)\C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)\C=C\C=C\6COC7C(O)C(=CC(C(=O)O3)C67O)C)O2,0
CC1CCC2C(C)C(OC3OC4(C)CCC1C23OO4)OC(=O)CCC(O)=O,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0
CCC(C)C1OC2(CCC1C)CC3CC(C\C=C(C)\C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)\C=C\C=C\6COC7C(O)C(=CC(C(=O)O3)C67O)C)O2,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,0
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,CN(C)C(=N)NC(=N)N,0
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,0
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,NC(=O)C1=CC=C(N)N=C1,0
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,CC1CCC2C(C)C(OC3OC4(C)CCC1C23OO4)OC(=O)CCC(O)=O,0
